,Input.type,Input.emotion,Input.emoji_1,Input.emoji_2,Answer.choice,answers
138,less,sad,disappointed,weary,optionA,disappointed
139,less,sad,disappointed,weary,optionA,disappointed
140,less,sad,disappointed,weary,optionA,disappointed
141,less,sad,disappointed,weary,optionA,disappointed
142,less,sad,disappointed,weary,optionA,disappointed
143,less,sad,disappointed,weary,optionA,disappointed
144,less,sad,disappointed,weary,optionB,weary
145,less,sad,disappointed,weary,optionA,disappointed
146,less,sad,disappointed,weary,optionA,disappointed
147,less,sad,disappointed,weary,optionA,disappointed
148,less,sad,disappointed,weary,optionA,disappointed
149,less,sad,disappointed,weary,optionA,disappointed
150,less,sad,pensive,crying,optionA,pensive
151,less,sad,pensive,crying,optionA,pensive
152,less,sad,pensive,crying,optionB,crying
153,less,sad,pensive,crying,optionA,pensive
154,less,sad,pensive,crying,optionB,crying
155,less,sad,pensive,crying,optionA,pensive
156,less,sad,pensive,crying,optionB,crying
157,less,sad,pensive,crying,optionB,crying
158,less,sad,pensive,crying,optionA,pensive
159,less,sad,pensive,crying,optionA,pensive
160,less,sad,pensive,crying,optionB,crying
161,less,sad,pensive,crying,optionA,pensive
162,less,sad,pensive,crying,optionB,crying
163,less,sad,pensive,crying,optionA,pensive
164,less,sad,pensive,crying,optionA,pensive
165,less,sad,pensive,disappointed,optionA,pensive
166,less,sad,pensive,disappointed,optionB,disappointed
167,less,sad,pensive,disappointed,optionA,pensive
168,less,sad,pensive,disappointed,optionA,pensive
169,less,sad,pensive,disappointed,optionB,disappointed
170,less,sad,pensive,disappointed,optionA,pensive
171,less,sad,pensive,disappointed,optionA,pensive
172,less,sad,pensive,disappointed,optionB,disappointed
173,less,sad,pensive,disappointed,optionB,disappointed
174,less,sad,pensive,disappointed,optionB,disappointed
175,less,sad,pensive,disappointed,optionB,disappointed
176,less,sad,pensive,disappointed,optionA,pensive
177,less,sad,pensive,disappointed,optionB,disappointed
178,less,sad,pensive,disappointed,optionB,disappointed
179,less,sad,pensive,disappointed,optionA,pensive
180,less,sad,pensive,tear,optionA,pensive
181,less,sad,pensive,tear,optionB,tear
182,less,sad,pensive,tear,optionA,pensive
183,less,sad,pensive,tear,optionB,tear
184,less,sad,pensive,tear,optionA,pensive
185,less,sad,pensive,tear,optionA,pensive
186,less,sad,pensive,tear,optionA,pensive
187,less,sad,pensive,tear,optionA,pensive
188,less,sad,pensive,tear,optionA,pensive
189,less,sad,pensive,tear,optionA,pensive
190,less,sad,pensive,tear,optionA,pensive
191,less,sad,pensive,tear,optionA,pensive
192,less,sad,pensive,tear,optionA,pensive
193,less,sad,pensive,tear,optionB,tear
194,less,sad,pensive,tear,optionB,tear
195,less,sad,pensive,tired,optionB,tired
196,less,sad,pensive,tired,optionA,pensive
197,less,sad,pensive,tired,optionA,pensive
198,less,sad,pensive,tired,optionA,pensive
199,less,sad,pensive,tired,optionA,pensive
200,less,sad,pensive,tired,optionA,pensive
201,less,sad,pensive,tired,optionA,pensive
202,less,sad,pensive,tired,optionA,pensive
203,less,sad,pensive,tired,optionA,pensive
204,less,sad,pensive,tired,optionA,pensive
205,less,sad,pensive,tired,optionA,pensive
206,less,sad,pensive,tired,optionA,pensive
207,less,sad,pensive,tired,optionA,pensive
208,less,sad,pensive,tired,optionA,pensive
209,less,sad,pensive,tired,optionB,tired
210,less,sad,pensive,weary,optionA,pensive
211,less,sad,pensive,weary,optionA,pensive
212,less,sad,pensive,weary,optionA,pensive
213,less,sad,pensive,weary,optionA,pensive
214,less,sad,pensive,weary,optionA,pensive
215,less,sad,pensive,weary,optionA,pensive
216,less,sad,pensive,weary,optionA,pensive
217,less,sad,pensive,weary,optionB,weary
218,less,sad,pensive,weary,optionA,pensive
219,less,sad,pensive,weary,optionA,pensive
220,less,sad,pensive,weary,optionA,pensive
221,less,sad,pensive,weary,optionA,pensive
222,less,sad,pensive,weary,optionA,pensive
223,less,sad,pensive,weary,optionA,pensive
224,less,sad,pensive,weary,optionA,pensive
225,less,sad,tear,crying,optionA,tear
226,less,sad,tear,crying,optionA,tear
227,less,sad,tear,crying,optionB,crying
228,less,sad,tear,crying,optionB,crying
229,less,sad,tear,crying,optionA,tear
230,less,sad,tear,crying,optionA,tear
231,less,sad,tear,crying,optionA,tear
232,less,sad,tear,crying,optionA,tear
233,less,sad,tear,crying,optionB,crying
234,less,sad,tear,crying,optionA,tear
235,less,sad,tear,crying,optionA,tear
236,less,sad,tear,crying,optionB,crying
237,less,sad,tear,crying,optionB,crying
238,less,sad,tear,crying,optionA,tear
239,less,sad,tear,crying,optionA,tear
240,less,sad,tear,disappointed,optionA,tear
241,less,sad,tear,disappointed,optionB,disappointed
242,less,sad,tear,disappointed,optionB,disappointed
243,less,sad,tear,disappointed,optionB,disappointed
244,less,sad,tear,disappointed,optionB,disappointed
245,less,sad,tear,disappointed,optionA,tear
246,less,sad,tear,disappointed,optionB,disappointed
247,less,sad,tear,disappointed,optionB,disappointed
248,less,sad,tear,disappointed,optionB,disappointed
249,less,sad,tear,disappointed,optionA,tear
250,less,sad,tear,disappointed,optionA,tear
251,less,sad,tear,disappointed,optionB,disappointed
252,less,sad,tear,disappointed,optionB,disappointed
253,less,sad,tear,disappointed,optionB,disappointed
254,less,sad,tear,disappointed,optionB,disappointed
255,less,sad,tear,pensive,optionB,pensive
256,less,sad,tear,pensive,optionB,pensive
257,less,sad,tear,pensive,optionB,pensive
258,less,sad,tear,pensive,optionB,pensive
259,less,sad,tear,pensive,optionA,tear
260,less,sad,tear,pensive,optionB,pensive
261,less,sad,tear,pensive,optionB,pensive
262,less,sad,tear,pensive,optionA,tear
263,less,sad,tear,pensive,optionB,pensive
264,less,sad,tear,pensive,optionA,tear
265,less,sad,tear,pensive,optionB,pensive
266,less,sad,tear,pensive,optionB,pensive
267,less,sad,tear,pensive,optionA,tear
268,less,sad,tear,pensive,optionB,pensive
269,less,sad,tear,pensive,optionB,pensive
270,less,sad,tear,tired,optionA,tear
271,less,sad,tear,tired,optionA,tear
272,less,sad,tear,tired,optionA,tear
273,less,sad,tear,tired,optionA,tear
274,less,sad,tear,tired,optionA,tear
275,less,sad,tear,tired,optionB,tired
276,less,sad,tear,tired,optionB,tired
277,less,sad,tear,tired,optionB,tired
278,less,sad,tear,tired,optionB,tired
279,less,sad,tear,tired,optionB,tired
280,less,sad,tear,tired,optionA,tear
281,less,sad,tear,tired,optionB,tired
282,less,sad,tear,tired,optionA,tear
283,less,sad,tear,tired,optionA,tear
284,less,sad,tear,tired,optionA,tear
285,less,sad,tear,weary,optionA,tear
286,less,sad,tear,weary,optionA,tear
287,less,sad,tear,weary,optionA,tear
288,less,sad,tear,weary,optionA,tear
289,less,sad,tear,weary,optionB,weary
290,less,sad,tear,weary,optionA,tear
291,less,sad,tear,weary,optionB,weary
292,less,sad,tear,weary,optionB,weary
293,less,sad,tear,weary,optionA,tear
294,less,sad,tear,weary,optionA,tear
295,less,sad,tear,weary,optionA,tear
296,less,sad,tear,weary,optionA,tear
297,less,sad,tear,weary,optionA,tear
298,less,sad,tear,weary,optionA,tear
299,less,sad,tear,weary,optionA,tear
300,less,sad,tired,crying,optionB,crying
301,less,sad,tired,crying,optionA,tired
302,less,sad,tired,crying,optionA,tired
303,less,sad,tired,crying,optionA,tired
304,less,sad,tired,crying,optionA,tired
305,less,sad,tired,crying,optionB,crying
306,less,sad,tired,crying,optionA,tired
307,less,sad,tired,crying,optionB,crying
308,less,sad,tired,crying,optionA,tired
309,less,sad,tired,crying,optionB,crying
310,less,sad,tired,crying,optionA,tired
311,less,sad,tired,crying,optionB,crying
312,less,sad,tired,crying,optionA,tired
313,less,sad,tired,crying,optionA,tired
314,less,sad,tired,crying,optionA,tired
315,less,sad,tired,disappointed,optionB,disappointed
316,less,sad,tired,disappointed,optionB,disappointed
317,less,sad,tired,disappointed,optionB,disappointed
318,less,sad,tired,disappointed,optionB,disappointed
319,less,sad,tired,disappointed,optionB,disappointed
320,less,sad,tired,disappointed,optionB,disappointed
321,less,sad,tired,disappointed,optionB,disappointed
322,less,sad,tired,disappointed,optionB,disappointed
323,less,sad,tired,disappointed,optionA,tired
324,less,sad,tired,disappointed,optionB,disappointed
325,less,sad,tired,disappointed,optionA,tired
326,less,sad,tired,disappointed,optionB,disappointed
327,less,sad,tired,disappointed,optionB,disappointed
328,less,sad,tired,disappointed,optionB,disappointed
329,less,sad,tired,disappointed,optionB,disappointed
330,less,sad,tired,pensive,optionB,pensive
331,less,sad,tired,pensive,optionA,tired
332,less,sad,tired,pensive,optionB,pensive
333,less,sad,tired,pensive,optionA,tired
334,less,sad,tired,pensive,optionB,pensive
335,less,sad,tired,pensive,optionB,pensive
336,less,sad,tired,pensive,optionB,pensive
337,less,sad,tired,pensive,optionB,pensive
338,less,sad,tired,pensive,optionA,tired
339,less,sad,tired,pensive,optionB,pensive
340,less,sad,tired,pensive,optionB,pensive
341,less,sad,tired,pensive,optionB,pensive
342,less,sad,tired,pensive,optionA,tired
343,less,sad,tired,pensive,optionA,tired
344,less,sad,tired,pensive,optionB,pensive
345,less,sad,tired,tear,optionB,tear
346,less,sad,tired,tear,optionA,tired
347,less,sad,tired,tear,optionB,tear
348,less,sad,tired,tear,optionB,tear
349,less,sad,tired,tear,optionB,tear
350,less,sad,tired,tear,optionA,tired
351,less,sad,tired,tear,optionB,tear
352,less,sad,tired,tear,optionA,tired
353,less,sad,tired,tear,optionA,tired
354,less,sad,tired,tear,optionA,tired
355,less,sad,tired,tear,optionB,tear
356,less,sad,tired,tear,optionB,tear
357,less,sad,tired,tear,optionB,tear
358,less,sad,tired,tear,optionB,tear
359,less,sad,tired,tear,optionA,tired
360,less,sad,tired,weary,optionB,weary
361,less,sad,tired,weary,optionA,tired
362,less,sad,tired,weary,optionA,tired
363,less,sad,tired,weary,optionA,tired
364,less,sad,tired,weary,optionB,weary
365,less,sad,tired,weary,optionB,weary
366,less,sad,tired,weary,optionA,tired
367,less,sad,tired,weary,optionB,weary
368,less,sad,tired,weary,optionB,weary
369,less,sad,tired,weary,optionA,tired
370,less,sad,tired,weary,optionA,tired
371,less,sad,tired,weary,optionA,tired
372,less,sad,tired,weary,optionA,tired
373,less,sad,tired,weary,optionA,tired
374,less,sad,tired,weary,optionB,weary
375,less,sad,weary,crying,optionB,crying
376,less,sad,weary,crying,optionB,crying
377,less,sad,weary,crying,optionA,weary
378,less,sad,weary,crying,optionB,crying
379,less,sad,weary,crying,optionA,weary
380,less,sad,weary,crying,optionA,weary
381,less,sad,weary,crying,optionA,weary
382,less,sad,weary,crying,optionA,weary
383,less,sad,weary,crying,optionA,weary
384,less,sad,weary,crying,optionA,weary
385,less,sad,weary,crying,optionB,crying
386,less,sad,weary,crying,optionA,weary
387,less,sad,weary,crying,optionA,weary
388,less,sad,weary,crying,optionA,weary
389,less,sad,weary,crying,optionA,weary
390,less,sad,weary,disappointed,optionB,disappointed
391,less,sad,weary,disappointed,optionA,weary
392,less,sad,weary,disappointed,optionB,disappointed
393,less,sad,weary,disappointed,optionA,weary
394,less,sad,weary,disappointed,optionB,disappointed
395,less,sad,weary,disappointed,optionB,disappointed
396,less,sad,weary,disappointed,optionB,disappointed
397,less,sad,weary,disappointed,optionB,disappointed
398,less,sad,weary,disappointed,optionB,disappointed
399,less,sad,weary,disappointed,optionB,disappointed
400,less,sad,weary,disappointed,optionB,disappointed
401,less,sad,weary,disappointed,optionB,disappointed
402,less,sad,weary,disappointed,optionB,disappointed
403,less,sad,weary,disappointed,optionB,disappointed
404,less,sad,weary,disappointed,optionA,weary
405,less,sad,weary,pensive,optionB,pensive
406,less,sad,weary,pensive,optionB,pensive
407,less,sad,weary,pensive,optionB,pensive
408,less,sad,weary,pensive,optionB,pensive
409,less,sad,weary,pensive,optionB,pensive
410,less,sad,weary,pensive,optionB,pensive
411,less,sad,weary,pensive,optionA,weary
412,less,sad,weary,pensive,optionB,pensive
413,less,sad,weary,pensive,optionB,pensive
414,less,sad,weary,pensive,optionA,weary
415,less,sad,weary,pensive,optionB,pensive
416,less,sad,weary,pensive,optionB,pensive
417,less,sad,weary,pensive,optionB,pensive
418,less,sad,weary,pensive,optionB,pensive
419,less,sad,weary,pensive,optionB,pensive
420,less,sad,weary,tear,optionB,tear
421,less,sad,weary,tear,optionA,weary
422,less,sad,weary,tear,optionA,weary
423,less,sad,weary,tear,optionB,tear
424,less,sad,weary,tear,optionB,tear
425,less,sad,weary,tear,optionA,weary
426,less,sad,weary,tear,optionB,tear
427,less,sad,weary,tear,optionB,tear
428,less,sad,weary,tear,optionB,tear
429,less,sad,weary,tear,optionB,tear
430,less,sad,weary,tear,optionA,weary
431,less,sad,weary,tear,optionA,weary
432,less,sad,weary,tear,optionB,tear
433,less,sad,weary,tear,optionB,tear
434,less,sad,weary,tear,optionB,tear
435,less,sad,weary,tired,optionB,tired
436,less,sad,weary,tired,optionB,tired
437,less,sad,weary,tired,optionB,tired
438,less,sad,weary,tired,optionA,weary
439,less,sad,weary,tired,optionB,tired
440,less,sad,weary,tired,optionA,weary
441,less,sad,weary,tired,optionB,tired
442,less,sad,weary,tired,optionA,weary
443,less,sad,weary,tired,optionA,weary
444,less,sad,weary,tired,optionA,weary
445,less,sad,weary,tired,optionA,weary
446,less,sad,weary,tired,optionA,weary
447,less,sad,weary,tired,optionA,weary
448,less,sad,weary,tired,optionB,tired
449,less,sad,weary,tired,optionA,weary
