emotion,emoji
sad,https://s3.us-east-2.amazonaws.com/iw-emojis/sad_crying.png
sad,https://s3.us-east-2.amazonaws.com/iw-emojis/sad_disappointed.png
sad,https://s3.us-east-2.amazonaws.com/iw-emojis/sad_pensive.png
sad,https://s3.us-east-2.amazonaws.com/iw-emojis/sad_tear.png
sad,https://s3.us-east-2.amazonaws.com/iw-emojis/sad_tired.png
sad,https://s3.us-east-2.amazonaws.com/iw-emojis/sad_weary.png
