angry,angry,7
angry,horns,4
angry,pouting,36
angry,steam,3
annoyed,angry,20
annoyed,horns,8
annoyed,pouting,8
annoyed,steam,14
enraged,angry,11
enraged,horns,9
enraged,pouting,17
enraged,steam,13
infuriated,angry,4
infuriated,horns,12
infuriated,pouting,14
infuriated,steam,20
irked,angry,17
irked,horns,5
irked,pouting,11
irked,steam,17
irritated,angry,22
irritated,horns,5
irritated,pouting,10
irritated,steam,13
mad,angry,6
mad,horns,15
mad,pouting,14
mad,steam,15
